,Commodity Group,Commodity,Op.,IMO,Vessel,Port,Arrived at Port,Sailed from Port,Berth,Tons,Coord.,Destination / Origin,Time at Port,Time at Berth,Shipper
3755,Minerals,Iron Ore,discharge,9736341,NAVIOS AMBER,San Nicolas - Argentina,2018-10-07 10:00:00,2018-10-13 15:10:00,Ternium Raw Material (Iore),45630.0,Siderar,Brazil,6.22,3.79,
3757,Minerals,Coal,discharge,9636462,AFRICAN CHEETAH,San Nicolas - Argentina,2018-10-14 15:26:25,2018-10-24 01:00:00,Ternium Raw Material (Coal),45030.0,Siderar,United States,9.4,5.7,
3758,Minerals,Iron Ore,discharge,9314648,LILI,San Nicolas - Argentina,2018-10-29 04:06:00,2018-11-06 16:25:00,Ternium Raw Material (Iore),50846.0,Siderar,Brazil,8.51,4.18,
3759,Minerals,Iron Ore,discharge,9623726,MARTHA,San Nicolas - Argentina,2018-11-03 14:24:00,2018-11-11 03:50:00,Ternium Raw Material (Iore),47885.0,Siderar,Brazil,7.56,4.05,
3760,Minerals,Coal,discharge,9783136,SAKIZAYA POWER,San Nicolas - Argentina,2018-11-05 02:48:00,2018-11-17 03:30:00,Ternium Raw Material (Coal),48550.53,Siderar,Australia,12.03,11.96,
3761,Minerals,Coal,discharge,9675779,SANTA MARIA,San Nicolas - Argentina,2018-11-14 20:45:00,2018-11-24 15:49:00,Ternium Raw Material (Coal),41172.849,Siderar,United States,9.79,5.24,
3762,Minerals,Iron Ore,discharge,9710892,CL CHRISTINA,San Nicolas - Argentina,2018-11-25 08:40:00,2018-11-30 06:42:00,Ternium Raw Material (Iore),42312.0,Siderar,Brazil,4.92,4.66,
3763,Minerals,Coal,discharge,9662447,ZOE,San Nicolas - Argentina,2018-12-04 18:15:00,2018-12-14 14:28:00,Ternium Raw Material (Coal),45938.0,Siderar,United States,9.84,8.2,
3764,Minerals,Iron Ore,discharge,9243502,LUCK FORTUNE,San Nicolas - Argentina,2018-12-07 05:00:00,2018-12-15 22:50:00,Ternium Raw Material (Iore),45900.0,Siderar,Brazil,8.74,4.04,
3765,Minerals,Coal,discharge,9644172,KENAN,San Nicolas - Argentina,2018-12-19 01:48:00,2018-12-29 18:25:00,Ternium Raw Material (Coal),42321.0,Siderar,United States,10.69,7.49,
3767,Minerals,Clinker,discharge,9483231,CLARKE QUAY,Parana Guazu - Argentina,2017-02-21 00:00:00,2017-02-28 09:40:00,Guazu Terminal - Pier 1,35957.0,Holcim,Spain,7.4,6.5,
3768,Minerals,Clinker,discharge,9740079,OCEAN AMBITIOUS,Parana Guazu - Argentina,2017-05-30 06:45:00,2017-06-04 12:50:00,Guazu Terminal - Pier 1,41795.0,Holcim,Spain,5.25,5.15,
3769,Minerals,Clinker,discharge,9747041,HILMA BULKER,Parana Guazu - Argentina,2017-08-13 00:00:00,2017-08-18 00:30:00,Guazu Terminal - Pier 1,30000.0,Holcim,Ecuador,5.02,4.42,
3770,Minerals,Clinker,discharge,9624184,EASTERN CAPE,Parana Guazu - Argentina,2017-11-05 00:36:00,2017-11-08 07:05:00,Guazu Terminal - Pier 1,26536.0,Holcim,Colombia,3.27,2.81,
3771,Minerals,Clinker,discharge,9718337,BAO LUCKY,Parana Guazu - Argentina,2017-12-23 07:30:00,2017-12-23 07:30:00,Guazu Terminal - Pier 1,38530.0,Holcim,Morocco,0.0,0.0,
3772,Minerals,Clinker,discharge,9689902,STRATEGIC EQUITY,Parana Guazu - Argentina,2018-01-04 00:00:00,2018-01-08 00:00:00,Guazu Terminal - Pier 1,37185.417,Holcim,Peru,4.0,4.0,
3774,Minerals,Slag,discharge,9478511,IMPERIAL EAGLE,Parana Guazu - Argentina,2018-02-15 14:00:00,2018-03-06 00:00:00,Guazu Terminal - Pier 1,40000.0,Holcim,Brazil,18.42,12.05,
3775,Minerals,Iron Ore,discharge,9703540,CHIPOL HUANGHE,Lima - Argentina,2017-03-05 00:00:00,2017-03-07 11:40:00,Cofco Int. Lima (Site B),7320.808,Posshel,China,2.49,2.05,
3776,Minerals,Iron Ore,discharge,9427029,OCEAN ZENON,Campana - Argentina,2016-12-31 00:00:00,2017-01-06 13:15:00,Siderca,46500.0,Siderca,Brazil,6.55,5.97,
3777,Minerals,Iron Ore,discharge,9774264,NAVIOS CORAL,Campana - Argentina,2017-02-12 14:20:00,2017-02-21 08:54:00,Siderca,48454.0,Siderca,Brazil,8.77,8.68,
3778,Minerals,Iron Ore,discharge,9644495,FEDERAL TAMBO,Campana - Argentina,2017-03-13 03:36:00,2017-03-19 20:10:00,Siderca,38259.0,Siderca,Canada,6.69,6.69,
3779,Minerals,Iron Ore,discharge,9673836,ECHO.GR,Campana - Argentina,2017-04-14 21:12:00,2017-04-20 10:00:00,Siderca,47248.0,Siderca,Brazil,5.53,5.46,
3781,Minerals,Iron Ore,discharge,9454905,EFESSOS WAVE,Campana - Argentina,2017-05-31 00:00:00,2017-06-08 09:30:00,Siderca,50750.0,Siderca,Brazil,8.4,8.33,
3782,Minerals,Iron Ore,discharge,9294501,BLESSED LUCK,Campana - Argentina,2017-07-22 09:24:00,2017-07-28 02:20:00,Siderca,45976.0,Siderca,Canada,5.71,5.63,
3783,Minerals,Iron Ore,discharge,9727065,NORD BELUGA,Campana - Argentina,2017-08-11 15:48:00,2017-08-17 04:25:00,Siderca,46304.0,Siderca,Brazil,5.53,5.45,
3785,Minerals,Iron Ore,discharge,9582946,GLORIOUS SKY,Campana - Argentina,2017-10-04 08:24:00,2017-10-09 22:10:00,Siderca,48856.105,Siderca,Brazil,5.57,5.52,
3786,Minerals,Iron Ore,discharge,9702778,ULTRA COUGAR,Campana - Argentina,2017-10-16 05:30:00,2017-10-22 12:00:00,Siderca,47820.0,Siderca,Canada,6.27,6.27,
3787,Minerals,Iron Ore,discharge,9687710,MAGIC STARLIGHT,Campana - Argentina,2017-11-02 03:55:00,2017-11-07 15:08:00,Siderca,46170.0,Siderca,Brazil,5.47,5.37,
3788,Minerals,Iron Ore,discharge,9675779,SANTA MARIA,Campana - Argentina,2017-11-07 21:30:00,2017-11-13 14:05:00,Siderca,40651.0,Siderca,Brazil,5.69,5.71,
3789,Minerals,Iron Ore,discharge,9790828,MAJESTIC ISLAND,Campana - Argentina,2017-11-27 23:18:00,2017-12-03 11:00:00,Siderca,47500.0,Siderca,Brazil,5.49,5.4,
3790,Minerals,Iron Ore,discharge,9711937,NORD VIRGO,Campana - Argentina,2017-12-22 14:25:00,2017-12-27 20:45:00,Siderca,47390.0,Siderca,Brazil,5.26,5.21,
3791,Minerals,Iron Ore,discharge,9552329,KOUJU LILY,Campana - Argentina,2018-01-14 06:30:00,2018-01-18 23:30:00,Siderca,39657.125,Siderca,Brazil,4.71,4.71,
3792,Minerals,Iron Ore,discharge,9713430,NAVIOS VICTORY,Campana - Argentina,2018-01-24 06:18:00,2018-01-29 07:25:00,Siderca,44582.0,Siderca,Brazil,5.05,4.99,
3793,Minerals,Iron Ore,load,9453509,PROTEAS,Campana - Argentina,2018-02-07 07:50:00,2018-02-14 15:00:00,Siderca,46900.0,Siderca,Brazil,7.3,7.22,
3794,Minerals,Clinker,discharge,9727376,INSPIRATION LAKE,Campana - Argentina,2018-02-20 07:30:00,2018-02-25 08:30:00,Maripasa,34990.36,Holcim,Peru,5.04,4.98,
3795,Minerals,Iron Ore,discharge,9687710,MAGIC STARLIGHT,Campana - Argentina,2018-03-03 20:48:00,2018-03-09 13:05:00,Siderca,45911.0,Siderca,Brazil,5.68,5.61,
3797,Minerals,Iron Ore,discharge,9673836,ECHO.GR,Campana - Argentina,2018-03-12 22:19:00,2018-03-18 12:35:00,Siderca,46250.0,Siderca,Brazil,5.59,5.49,
3798,Minerals,Iron Ore,discharge,9673757,VSC POSEIDON,Campana - Argentina,2018-03-26 22:55:00,2018-03-31 20:00:00,Siderca,44369.0,Siderca,Brazil,4.88,4.8,
3799,Minerals,Clinker,discharge,9791951,ILLOVO RIVER,Campana - Argentina,2018-03-28 02:10:00,2018-04-02 10:00:00,Maripasa,33951.42,Holcim,Peru,5.33,5.33,
3800,Minerals,Iron Ore,discharge,9598787,IOLCOS COMMANDER,Campana - Argentina,2018-04-03 22:50:00,2018-04-09 06:35:00,Siderca,44351.0,Siderca,Brazil,5.32,5.23,
3801,Minerals,Iron Ore,discharge,9768019,SAKIZAYA MIRACLE,Campana - Argentina,2018-04-10 05:30:00,2018-04-16 02:10:00,Siderca,47113.0,Siderca,Chile,5.86,5.81,
3803,Minerals,Clinker,discharge,9663283,ISLAND BAY,Campana - Argentina,2018-04-29 11:45:00,2018-05-04 14:00:00,Maripasa,34300.0,Holcim,Peru,5.09,4.58,
3804,Minerals,Zinc Concentrate,load,9374349,HTK DISCOVERY,Campana - Argentina,2018-05-04 00:00:00,2018-05-09 04:03:00,Euroamerica,10800.0,Various,Belgium,5.17,4.41,
3806,Minerals,Slag,discharge,9767493,THRASYVOULOS V,Campana - Argentina,2018-05-19 22:30:00,2018-05-25 00:30:00,Maripasa,40446.0,Holcim,Brazil,5.08,5.08,
3807,Minerals,Iron Ore,discharge,9623726,MARTHA,Campana - Argentina,2018-04-24 05:12:00,2018-05-29 09:54:00,Siderca,47485.0,Siderca,Brazil,35.2,35.13,
3808,Minerals,Iron Ore,discharge,9711937,NORD VIRGO,Campana - Argentina,2018-05-28 16:12:00,2018-06-02 15:30:00,Siderca,47164.0,Siderca,Brazil,4.97,4.9,
3809,Minerals,Salt,discharge,9522958,LIPSI,Campana - Argentina,2018-05-31 15:30:00,2018-06-07 14:48:00,Euroamerica,32450.0,Transclor,Chile,6.97,6.97,
3810,Minerals,Clinker,discharge,9722455,IYO SEA,Campana - Argentina,2018-06-03 11:24:00,2018-06-08 19:50:00,Maripasa,30300.0,Holcim,Peru,5.35,5.35,
3811,Minerals,Clinker,discharge,9722431,IMPRESSION BAY,Campana - Argentina,2018-06-26 17:54:00,2018-07-11 00:00:00,Maripasa,34624.0,Holcim,Peru,14.25,14.19,
3812,Minerals,Iron Ore,discharge,9286906,NAVIOS ANTHOS,Campana - Argentina,2018-07-23 02:47:00,2018-07-26 16:03:00,Siderca,19676.0,Siderca,Brazil,3.55,3.47,
3813,Minerals,Zinc Concentrate,load,9668556,WELLPARK,Campana - Argentina,2018-07-24 04:40:00,2018-07-30 15:35:00,Maripasa,11000.0,Glencore,Belgium,6.45,6.4,Cia Minera Aguilar S.A.
3814,Minerals,Iron Ore,discharge,9738040,PEDHOULAS CHERRY,Campana - Argentina,2018-07-28 10:27:00,2018-08-03 00:00:00,Siderca,46627.0,Siderca,Brazil,5.56,5.48,
3815,Minerals,Clinker,discharge,9791963,INCHEON BAY,Campana - Argentina,2018-07-31 11:18:00,2018-08-03 19:40:00,Maripasa,34534.0,Holcim,Peru,3.35,3.35,
3816,Minerals,Iron Ore,discharge,9687710,MAGIC STARLIGHT,Campana - Argentina,2018-08-27 12:10:00,2018-08-30 15:05:00,Siderca,29797.0,Siderar,Brazil,3.12,3.03,
3817,Minerals,Iron Ore,discharge,9668881,ALKIMOS HERACLES,Campana - Argentina,2018-09-07 12:20:00,2018-09-12 09:50:00,Siderca,48378.0,Siderca,Chile,4.9,4.84,
3819,Minerals,Clinker,discharge,9767443,IKUCHI ISLAND,Campana - Argentina,2018-09-19 13:00:00,2018-09-26 20:15:00,Maripasa,34572.0,Holcim,Peru,7.3,7.3,
3820,Minerals,Iron Ore,discharge,9718014,RONADI,Campana - Argentina,2018-09-23 20:05:00,2018-09-29 08:34:00,Siderca,47177.808,Siderca,Brazil,5.52,5.44,
3821,Minerals,Iron Ore,discharge,9643154,CETUS OCEAN,Campana - Argentina,2018-10-14 21:50:00,2018-10-20 02:45:00,Siderca,46519.0,Siderca,Brazil,5.2,5.1,
3822,Minerals,Iron Ore,discharge,9461063,PANAGIOTIS,Campana - Argentina,2018-11-15 05:42:00,2018-11-20 03:30:00,Siderca,45950.0,Siderca,Brazil,4.91,4.83,
3823,Minerals,Iron Ore,discharge,9476953,EXELIXSEA,Campana - Argentina,2018-11-20 11:06:00,2018-11-25 22:00:00,Siderca,40749.833,Siderca,Brazil,5.45,5.34,
3824,Minerals,Iron Ore,discharge,9548548,HONG YU,Campana - Argentina,2018-12-02 01:30:00,2018-12-06 17:50:00,Siderca,45050.0,Siderca,Brazil,4.68,4.59,
3825,Minerals,Iron Ore,discharge,9719551,STAR LAMBADA,Campana - Argentina,2018-12-24 06:30:00,2018-12-30 17:45:00,Siderca,47075.0,Siderca,Brazil,6.47,5.06,
3831,Grains,Wheat,load,9499436,CORAL OCEAN,Diamante - Argentina,2017-08-15 08:49:00,2017-08-17 13:00:00,Cargill (DTE),19575.0,Cargill,Peru,2.17,2.06,Cargill
3832,Grains,Wheat,load,9338577,TAOKAS WISDOM,Diamante - Argentina,2017-12-12 16:59:00,2017-12-14 14:10:00,Cargill (DTE),19996.79,Cargill,Brazil,1.88,1.82,Cargill
3833,Grains,Maize,load,9718002,MENARO,Diamante - Argentina,2018-03-05 14:50:00,2018-03-08 17:35:00,Cargill (DTE),29500.33,Cargill,Vietnam,3.11,3.03,Cargill
3834,Grains,Sorghum,load,9450832,APHRODITE M,San Lorenzo - Argentina,2016-12-29 00:00:00,2017-01-04 20:40:00,ADM AGRO San Lorenzo,7500.0,Soprodi,Chile,6.86,1.21,Actiar
3835,Grains,Wheat,load,9647887,MADRID,San Lorenzo - Argentina,2016-12-30 09:00:00,2017-01-01 19:25:00,Dempa,27500.0,Bunge,Tunisia,2.43,2.13,Bunge
3836,Grains,Wheat,load,9573919,NORD SETOUCHI,San Lorenzo - Argentina,2016-12-29 00:01:00,2017-01-02 05:45:00,Cofco Int. Timbues,27000.0,Cofco Agri,Brazil,4.24,2.19,Cofco Agri Arg
3837,Grains,Maize,load,9471240,DARYA JYOTI,San Lorenzo - Argentina,2016-12-31 00:00:00,2017-01-07 20:35:00,Pampa,30080.0,CJ International,Vietnam,7.86,1.93,Bunge
3838,Grains,Wheat,load,9313058,IOLCOS UNITY,San Lorenzo - Argentina,2016-12-29 00:00:00,2017-01-02 23:15:00,ACA,40500.0,Broadgrain,United Arab Emirates,4.97,3.66,ACA
3839,Grains,Wheat,load,9650171,KIRAN ANATOLIA,San Lorenzo - Argentina,2016-12-28 00:00:00,2017-01-03 20:35:00,Quebracho,43000.135,Agrocorp,Bangladesh,6.86,4.58,Cargill
3840,Grains,Wheat,load,9450832,APHRODITE M,San Lorenzo - Argentina,2016-12-29 00:00:00,2017-01-04 20:40:00,Cofco Int. PGSM South,14350.0,Soprodi,Chile,6.86,1.48,Nidera
3841,Grains,Wheat,load,9722027,VIPHA NAREE,San Lorenzo - Argentina,2017-01-02 00:00:00,2017-01-04 22:50:00,ACA,31500.0,ACA,Brazil,2.95,1.68,ACA
3842,Grains,Wheat,load,9702510,CP SHANGHAI,San Lorenzo - Argentina,2017-01-02 00:00:00,2017-01-05 06:00:00,Cofco Int. Timbues,40000.0,Agrocorp,Bangladesh,3.25,1.53,Cofco Agri Arg
3843,Grains,Wheat,load,9412945,PARANA WARRIOR,San Lorenzo - Argentina,2017-01-03 05:40:00,2017-01-05 12:48:00,Dempa,27400.0,Bunge,Brazil,2.3,1.99,Bunge
3844,Grains,Maize,load,9481958,SKELT,San Lorenzo - Argentina,2016-12-31 00:00:00,2017-01-06 03:45:00,Quebracho,24833.73,Crossland,Malaysia,6.16,2.24,Cargill
3845,Grains,Wheat,load,9666429,AFRICAN HHB,San Lorenzo - Argentina,2017-01-03 03:00:00,2017-01-06 06:35:00,Cofco Int. PGSM South,27025.0,Seaboard,Morocco,3.15,1.27,Nidera
3846,Grains,Maize,load,9615107,SEA SMILE,San Lorenzo - Argentina,2017-01-04 02:50:00,2017-01-06 18:15:00,ADM AGRO San Lorenzo,36050.0,Bunge,Algeria,2.64,2.18,AFA
3847,Grains,Wheat,load,9231389,PANAMAX NEREID,San Lorenzo - Argentina,2017-01-04 00:00:00,2017-01-07 12:30:00,ACA,44433.0,Seaboard,Oman,3.52,2.28,ACA
3848,Grains,Wheat,load,9774329,CLIPPER INNOVATION,San Lorenzo - Argentina,2017-01-05 00:00:00,2017-01-08 03:40:00,Cofco Int. PGSM South,41892.0,Seaboard,Mozambique,3.15,1.77,Nidera
3849,Grains,Maize,load,9580132,SPL TARAPACA,San Lorenzo - Argentina,2016-12-29 20:24:00,2017-01-13 13:47:00,Cofco Int. PGSM South,18800.0,Soprodi,Chile,14.72,1.67,Nidera
3850,Grains,Wheat,load,9748435,IRIS K,San Lorenzo - Argentina,2017-01-06 00:00:00,2017-01-10 21:00:00,ACA,33000.0,Gavilon,Brazil,4.88,1.63,CHS Argentina
3851,Grains,Wheat,load,9615119,CLIPPER BELLE,San Lorenzo - Argentina,2017-01-04 22:30:00,2017-01-11 05:50:00,Dempa,35085.0,Alicorp,Peru,6.31,2.41,Bunge
3852,Grains,Wheat,load,9512329,KEY FUTURE,San Lorenzo - Argentina,2017-01-08 00:00:00,2017-01-12 00:50:00,Cofco Int. PGSM South,20000.0,Omegra,Thailand,4.03,1.83,AFA
3853,Grains,Wheat,load,9512329,KEY FUTURE,San Lorenzo - Argentina,2017-01-08 00:00:00,2017-01-12 00:50:00,Cofco Int. PGSM South,26200.0,Omegra,Thailand,4.03,1.83,Nidera
3854,Grains,Maize,load,9628817,STELLAR TRADER,San Lorenzo - Argentina,2017-01-11 10:55:00,2017-01-18 19:30:00,Pampa,16301.0,Mauricea,Brazil,7.36,1.51,Bunge
3855,Grains,Wheat,load,9524011,PRT DREAM,San Lorenzo - Argentina,2017-01-08 00:00:00,2017-01-14 04:35:00,Vicentin,16500.0,Bunge,Ecuador,6.19,0.98,Vicentin
3856,Grains,Sorghum,load,9580132,SPL TARAPACA,San Lorenzo - Argentina,2016-12-29 20:24:00,2017-01-13 13:47:00,ADM AGRO San Lorenzo,13830.0,Soprodi,Chile,14.72,2.82,Actiar
3857,Grains,Wheat,load,9737357,KMARIN SINGAPORE,San Lorenzo - Argentina,2017-01-10 02:06:00,2017-01-13 15:40:00,ACA,27550.0,Holbud,Kenya,3.57,2.44,ACA
3858,Grains,Wheat,load,9737357,KMARIN SINGAPORE,San Lorenzo - Argentina,2017-01-10 02:06:00,2017-01-13 15:40:00,ACA,12500.0,Holbud,Uganda,3.57,2.44,ACA
3859,Grains,Wheat,load,9737357,KMARIN SINGAPORE,San Lorenzo - Argentina,2017-01-10 02:06:00,2017-01-13 15:40:00,ACA,2500.0,Holbud,Tanzania,3.57,2.44,ACA
3860,Grains,Wheat,load,9583706,MORGES,San Lorenzo - Argentina,2017-01-12 13:34:00,2017-01-13 20:08:00,LDC Timbues,33000.0,Dias Branco,Brazil,1.27,1.11,Dreyfus
3861,Grains,Wheat,load,9585338,NORDIC HARBIN,San Lorenzo - Argentina,2017-01-12 07:33:00,2017-01-18 11:20:00,Quebracho,17624.085,Graneles Chile,Chile,6.16,1.19,Cargill
3862,Grains,Wheat,load,9703643,NM SAKURA,San Lorenzo - Argentina,2017-01-12 08:30:00,2017-01-17 04:40:00,Terminal 6-South,14000.0,Bunge,Ecuador,4.84,2.94,Bunge
3863,Grains,Maize,load,9703643,NM SAKURA,San Lorenzo - Argentina,2017-01-12 08:30:00,2017-01-17 04:40:00,Terminal 6-South,12100.0,Bunge,Ecuador,4.84,2.94,Bunge
3864,Grains,Wheat,load,9571442,KOTOR,San Lorenzo - Argentina,2017-01-13 07:15:00,2017-01-17 08:40:00,Cofco Int. PGSM South,30984.0,Baywa Marketing & Trade Int,Morocco,4.06,2.52,AFA
3865,Grains,Maize,load,9603063,TEXAS (ex Western Texas),San Lorenzo - Argentina,2017-01-14 13:24:00,2017-01-17 13:10:00,Quebracho,3700.0,Dreyfus,Algeria,2.99,2.55,Molino Cañuelas
3866,Grains,Maize,load,9603063,TEXAS (ex Western Texas),San Lorenzo - Argentina,2017-01-14 13:24:00,2017-01-17 13:10:00,Quebracho,36697.495,Dreyfus,Algeria,2.99,2.55,Dreyfus
3867,Grains,Wheat,load,9276200,PORTLAND BAY,San Lorenzo - Argentina,2017-01-12 19:45:00,2017-01-18 07:15:00,Cofco Int. Timbues,27366.0,Transgrain,Brazil,5.48,0.84,Cofco Agri Arg
3868,Grains,Wheat,load,9585338,NORDIC HARBIN,San Lorenzo - Argentina,2017-01-12 07:33:00,2017-01-18 11:20:00,Cofco Int. PGSM South,22693.2,Graneles Chile,Chile,6.16,1.01,Nidera
3869,Grains,Wheat,load,9316165,GENCO PREDATOR,San Lorenzo - Argentina,2017-01-12 00:00:00,2017-01-18 19:30:00,ACA,40756.0,Seaboard,Kenya,6.81,5.07,ACA
3870,Grains,Maize,load,9628817,STELLAR TRADER,San Lorenzo - Argentina,2017-01-11 10:55:00,2017-01-18 19:30:00,Dempa,15972.0,Mauricea,Brazil,7.36,2.9,Bunge
3871,Grains,Wheat,load,9624627,NORD NANAMI,San Lorenzo - Argentina,2017-01-17 00:00:00,2017-01-19 23:20:00,Cofco Int. PGSM South,8325.0,Luzar Trading,Ecuador,2.97,1.39,Nidera
3872,Grains,Wheat,load,9624627,NORD NANAMI,San Lorenzo - Argentina,2017-01-17 00:00:00,2017-01-19 23:20:00,Cofco Int. PGSM South,20000.0,Luzar Trading,Ecuador,2.97,1.39,AFA
3873,Grains,Wheat,load,9597587,FUAT SEZGIN,San Lorenzo - Argentina,2017-01-18 00:00:00,2017-01-20 11:05:00,Dempa,33000.0,Dias Branco,Brazil,2.46,1.5,Bunge
3874,Grains,Wheat,load,9471276,INTUITION,San Lorenzo - Argentina,2017-01-19 05:03:00,2017-01-20 13:05:00,Quebracho,29996.965,ADM,Vietnam,1.33,1.05,AFA
3875,Grains,Wheat,load,9450739,MAPUTO,San Lorenzo - Argentina,2017-01-17 16:24:00,2017-01-20 23:20:00,ACA,32459.0,Invivo,Algeria,3.29,2.08,ACA
3876,Grains,Wheat,load,9311050,S-BRONCO,San Lorenzo - Argentina,2017-01-19 03:12:00,2017-01-21 20:40:00,Cofco Int. PGSM South,30955.0,Transgrain,Algeria,2.73,1.77,Nidera
3877,Grains,Wheat,load,9216808,STAR DELTA,San Lorenzo - Argentina,2017-01-18 16:00:00,2017-01-21 22:25:00,LDC Timbues,40850.0,Dreyfus,Uganda,3.27,2.94,Dreyfus
3878,Grains,Maize,load,9038701,SMART FLORA,San Lorenzo - Argentina,2017-01-20 16:26:00,2017-01-22 09:30:00,Cofco Int. Timbues,20167.0,Phoenix Commodities,Yemen,1.71,0.95,Cofco Agri Arg
3879,Grains,Wheat,load,9624328,EVER GALLANT,San Lorenzo - Argentina,2017-01-20 02:30:00,2017-01-22 13:25:00,Terminal 6-South,26195.0,Gavilon,Brazil,2.45,1.42,AGD
3880,Grains,Wheat,load,9250177,ANGELIC PEACE,San Lorenzo - Argentina,2017-01-18 00:00:00,2017-01-22 15:25:00,Vicentin,46000.0,CHS,Vietnam,4.64,2.29,Vicentin
3881,Grains,Wheat,load,9705976,GENCO MADELEINE,San Lorenzo - Argentina,2017-01-21 13:00:00,2017-01-24 15:45:00,Terminal 6-South,20450.0,Bunge,Peru,3.11,1.9,Bunge
3882,Grains,Wheat,load,9705976,GENCO MADELEINE,San Lorenzo - Argentina,2017-01-21 13:00:00,2017-01-24 15:45:00,Terminal 6-South,9700.0,Bunge,Colombia,3.11,1.9,Bunge
3883,Grains,Wheat,load,9539468,SAPPHIRE ISLAND,San Lorenzo - Argentina,2017-01-20 09:10:00,2017-01-24 16:20:00,ACA,30700.0,Transgrain,Algeria,4.3,3.44,O.Moreno
3884,Grains,Maize,load,9577604,INTERLINK VERITY,San Lorenzo - Argentina,2017-01-22 17:09:00,2017-01-25 09:35:00,Quebracho,32992.905,Cargill,Algeria,2.68,2.28,Cargill
3885,Grains,Wheat,load,9283837,CLIPPER LASCO,San Lorenzo - Argentina,2017-01-23 15:50:00,2017-01-26 07:10:00,Terminal 6-South,26250.0,Moinho Paulista,Brazil,2.64,1.56,AGD
3886,Grains,Wheat,load,9580156,SPL ATACAMA,San Lorenzo - Argentina,2017-01-22 16:40:00,2017-01-26 07:50:00,Cofco Int. PGSM South,33200.0,Graneles Chile,Chile,3.63,1.44,Nidera
3887,Grains,Wheat,load,9668386,CLOVER,San Lorenzo - Argentina,2017-01-24 21:20:00,2017-01-26 18:00:00,Quebracho,7697.49,Cargill,Colombia,1.86,1.3,Cargill
3888,Grains,Wheat,load,9611280,PATAGONIA,San Lorenzo - Argentina,2017-01-24 00:00:00,2017-01-26 18:35:00,ACA,28500.0,ACA,Brazil,2.77,1.52,ACA
3889,Grains,Maize,load,9234214,GENCO MUSE,San Lorenzo - Argentina,2017-01-25 08:39:00,2017-01-28 08:10:00,Terminal 6-South,7720.0,Bunge,Algeria,2.98,1.97,Bunge
3890,Grains,Wheat,load,9394832,FRIENDLY SEAS,San Lorenzo - Argentina,2017-01-23 18:12:00,2017-01-28 10:05:00,Vicentin,39250.0,Seaboard,Kenya,4.66,1.68,Vicentin
3891,Grains,Wheat,load,9394832,FRIENDLY SEAS,San Lorenzo - Argentina,2017-01-23 18:12:00,2017-01-28 10:05:00,Vicentin,3000.0,Seaboard,Uganda,4.66,1.68,Vicentin
3892,Grains,Wheat,load,9412945,PARANA WARRIOR,San Lorenzo - Argentina,2017-01-28 01:18:00,2017-01-29 15:35:00,Quebracho,26472.855,Cargill,Brazil,1.6,1.04,Cargill
3893,Grains,Maize,load,9668910,COOPER ISLAND,San Lorenzo - Argentina,2017-01-28 00:00:00,2017-01-31 13:05:00,Pampa,22603.0,Crossland,Malaysia,3.55,2.83,Bunge
3894,Grains,Wheat,load,9539444,JAUNTY JENNY,San Lorenzo - Argentina,2017-01-27 00:00:00,2017-02-02 01:42:00,Cofco Int. PGSM South,26600.0,Soprodi,Chile,6.07,2.46,Nidera
3895,Grains,Wheat,load,9403023,THOR CONFIDENCE,San Lorenzo - Argentina,2017-01-29 14:54:00,2017-02-02 07:50:00,Vicentin,42150.0,Dreyfus,Vietnam,3.71,2.28,Vicentin
3896,Grains,Wheat,load,9699880,MOREA,San Lorenzo - Argentina,2017-01-30 08:08:00,2017-02-04 00:59:00,Cofco Int. PGSM South,42200.0,Seaboard,Nigeria,4.7,1.85,Nidera
3897,Grains,Wheat,load,9767572,AFRICAN LEOPARD,San Lorenzo - Argentina,2017-02-02 05:48:00,2017-02-04 09:30:00,ACA,9000.0,Al Ghurair,Oman,2.15,1.76,AMaggi
3898,Grains,Wheat,load,9767572,AFRICAN LEOPARD,San Lorenzo - Argentina,2017-02-02 05:48:00,2017-02-04 09:30:00,ACA,32160.0,Al Ghurair,Oman,2.15,1.76,ACA
3899,Grains,Wheat,load,9476977,FEDERAL YUKINA,San Lorenzo - Argentina,2017-02-03 14:52:00,2017-02-06 00:50:00,Terminal 6-South,27500.0,Bunge,Brazil,2.42,2.0,Bunge
3900,Grains,Wheat,load,9283849,PANFORCE,San Lorenzo - Argentina,2017-02-04 00:00:00,2017-02-07 01:15:00,Terminal 6-South,27500.0,Transgrain,Brazil,3.05,0.96,AGD
3901,Grains,Wheat,load,9713959,ERIETTA,San Lorenzo - Argentina,2017-02-05 00:00:00,2017-02-07 14:40:00,Cofco Int. Timbues,42000.0,Phoenix Commodities,United Arab Emirates,2.61,1.53,Cofco Agri Arg
3902,Grains,Wheat,load,9761231,NY TRADER III,San Lorenzo - Argentina,2017-02-05 08:12:00,2017-02-08 01:39:00,Dempa,33000.0,Dias Branco,Brazil,2.73,2.03,Bunge
3903,Grains,Wheat,load,9553244,OBSERVATOR,San Lorenzo - Argentina,2017-02-07 23:10:00,2017-02-10 21:50:00,LDC Timbues,2000.0,Holbud,Rwanda,2.94,0.38,Dreyfus
