,Commodity Group,Commodity,Op.,IMO,Vessel,Port,Arrived at Port,Sailed from Port,Berth,Tons,Coord.,Destination / Origin,Time at Port,Time at Berth,Shipper
30933,Grains,Wheat,load,9449340,FOUR AIDA,San Lorenzo - Argentina,2022-12-07 18:50:00,2022-12-09 15:45:00,Renova-North,32410.43,Viterra,Brazil,1.87,1.34,Viterra Argentina S.A
30934,Grains,Maize,load,9566825,THAMES TRADER,San Lorenzo - Argentina,2022-12-08 04:00:00,2022-12-12 16:30:00,Terminal 6-South,20900.0,Enerfo,Indonesia,4.52,1.35,AGD
30935,Grains,Maize,load,9682928,IRVINE BAY,San Lorenzo - Argentina,2022-12-09 08:12:00,2022-12-13 13:55:00,ADM AGRO San Lorenzo,34330.0,ADM,Peru,4.24,4.15,ADM Agro
30936,Grains,Maize,load,9837121,ALANOOD,San Lorenzo - Argentina,2022-12-12 20:50:00,2022-12-14 20:23:00,Renova-North,37274.0,Viterra,South Korea,1.98,1.67,Viterra Argentina S.A
30937,Grains,Wheat,load,9322762,TR CROWN,San Lorenzo - Argentina,2022-12-11 06:30:00,2022-12-15 04:20:00,ADM AGRO San Lorenzo,33000.0,Gavilon,Brazil,3.91,1.5,ADM Agro
30938,Grains,Wheat,load,9553141,APOGEE ENDEAVOUR,San Lorenzo - Argentina,2022-12-15 08:35:00,2022-12-16 14:50:00,Renova-North,26801.1,Viterra,Brazil,1.26,0.94,Viterra Argentina S.A
30939,Grains,Maize,load,9364801,CAPTAIN D LEMPESIS,San Lorenzo - Argentina,2022-12-12 13:34:00,2022-12-16 16:05:00,ADM AGRO San Lorenzo,21510.0,Mera Int.,Yemen,4.1,1.3,ADM Agro
30940,Grains,Maize,load,9474199,MIREILLE SELMER,San Lorenzo - Argentina,2022-12-10 02:54:00,2022-12-16 19:45:00,Terminal 6-South,33200.0,Seaboard,Peru,6.7,2.14,AGD
30941,Grains,Maize,load,9590761,GOLDEN GINGER,San Lorenzo - Argentina,2022-12-14 14:06:00,2022-12-16 22:45:00,ACA Timbues,31548.65,Ulusoy,Malaysia,2.36,2.07,ACA
30942,Grains,Maize,load,9590761,GOLDEN GINGER,San Lorenzo - Argentina,2022-12-14 14:06:00,2022-12-16 22:45:00,ACA Timbues,14647.59,Ulusoy,Vietnam,2.36,2.07,ACA
30943,Grains,Maize,load,9503988,EQUINOX AGNANDOUSSA,San Lorenzo - Argentina,2022-12-16 04:18:00,2022-12-19 14:35:00,ADM AGRO San Lorenzo,17500.0,Meaders,Mauritius,3.43,0.9,ADM Agro
30944,Grains,Maize,load,9448578,JOKER,San Lorenzo - Argentina,2022-12-13 13:18:00,2022-12-21 20:20:00,Pampa,7500.0,Bunge,Morocco,8.29,1.27,Bunge
30945,Grains,Maize,load,9713961,AFRICAN LUNDE,San Lorenzo - Argentina,2022-12-17 01:30:00,2022-12-20 21:20:00,Terminal 6-South,19445.27,Crossland,Malaysia,3.83,2.62,AGD
30946,Grains,Maize,load,9713961,AFRICAN LUNDE,San Lorenzo - Argentina,2022-12-17 01:30:00,2022-12-20 21:20:00,Terminal 6-South,7700.0,Crossland,Brunei,3.83,2.62,AGD
30947,Grains,Wheat,load,9482770,TATE J,San Lorenzo - Argentina,2022-12-19 09:12:00,2022-12-21 16:35:00,ACA,15483.0,Gep Agricultural Trading,Puerto Rico,2.31,1.83,ACA
30948,Grains,Wheat,load,9482770,TATE J,San Lorenzo - Argentina,2022-12-19 09:12:00,2022-12-21 16:35:00,ACA,16257.0,Gep Agricultural Trading,Dominican Republic,2.31,1.83,ACA
30949,Grains,Maize,load,9448578,JOKER,San Lorenzo - Argentina,2022-12-13 13:18:00,2022-12-21 20:20:00,Terminal 6-North,22790.82,Bunge,Morocco,8.29,1.72,Bunge
30950,Grains,Maize,load,9880300,CL DALIAO HE,San Lorenzo - Argentina,2022-12-17 23:12:00,2022-12-21 22:14:00,ADM AGRO San Lorenzo,42406.0,Sierentz,Malaysia,3.96,1.93,ADM Agro
30951,Grains,Wheat,load,9481960,BRIGHT STAR,San Lorenzo - Argentina,2022-12-19 21:36:00,2022-12-22 00:35:00,Cofco Int. Timbues,31950.0,Viterra,Brazil,2.12,0.86,Cofco Int. Arg.
30952,Grains,Maize Par,load,9680360,SAKIZAYA CHAMPION,San Lorenzo - Argentina,2022-12-18 13:45:00,2022-12-22 15:50:00,Quebracho,40904.39,Cargill,South Korea,4.09,1.76,Cargill Agrop
30953,Grains,Maize,load,9680360,SAKIZAYA CHAMPION,San Lorenzo - Argentina,2022-12-18 13:45:00,2022-12-22 15:50:00,Quebracho,499.995,Cargill,South Korea,4.09,1.76,Cargill
30954,Grains,Maize,load,9370381,AEGEAN SPIRE,San Lorenzo - Argentina,2022-12-21 10:38:00,2022-12-23 02:35:00,Cofco Int. Timbues,16500.0,Cofco Int.,Republic of the Congo,1.66,1.01,Cofco Int. Arg.
30955,Grains,Maize,load,9852925,NAVIOS LIBRA,San Lorenzo - Argentina,2022-12-21 03:18:00,2022-12-23 23:30:00,ACA,42545.0,China Agri,Taiwan,2.84,2.2,ACA
30956,Grains,Maize,load,9519169,ALLEGRA,San Lorenzo - Argentina,2022-12-21 17:50:00,2022-12-24 00:25:00,ACA Timbues,29698.11,Alimport,Cuba,2.27,1.67,ACA
30957,Grains,Maize Par,load,9551674,MAUD,San Lorenzo - Argentina,2022-12-22 04:18:00,2022-12-26 17:00:00,LDC Timbues,27481.34,Graneles Chile,Chile,4.53,3.6,Mercantil Comercial SA
30958,Grains,Maize Par,load,9551674,MAUD,San Lorenzo - Argentina,2022-12-22 04:18:00,2022-12-26 17:00:00,LDC Timbues,9498.66,Graneles Chile,Chile,4.53,3.6,Dreyfus Paraguay
30959,Grains,Wheat,load,9522946,LIVADI,San Lorenzo - Argentina,2022-12-21 18:12:00,2022-12-26 17:25:00,Dempa,30556.0,Bunge,Brazil,4.97,3.85,Bunge
30960,Grains,Wheat,load,9218789,JOHNNY P,San Lorenzo - Argentina,2022-12-19 17:00:00,2022-12-26 19:00:00,ADM AGRO San Lorenzo,45124.0,ADM,Indonesia,7.08,4.74,ADM Agro
30961,Grains,Maize,load,9590981,LMZ BIANCA,San Lorenzo - Argentina,2022-12-24 06:12:00,2022-12-28 14:30:00,ACA Timbues,40324.96,Al Ghurair,Saudi Arabia,4.35,2.33,ACA
30962,Grains,Sorghum,load,9736286,QUEENA,San Lorenzo - Argentina,2022-12-26 09:30:00,2022-12-29 14:38:00,ACA,41368.0,Reachy International,China,3.21,2.97,ACA
30963,Grains,Wheat,load,9701267,AFRICAN MERLIN,San Lorenzo - Argentina,2022-12-28 12:00:00,2022-12-30 15:40:00,ACA Timbues,32195.81,Gavilon,Brazil,2.15,1.8,ACA
30964,Grains,Maize Par,load,9311141,PRABHU SAKHAWAT,San Lorenzo - Argentina,2022-12-27 01:00:00,2022-12-30 16:25:00,LDC Timbues,40666.45,Dreyfus,South Korea,3.64,1.95,Dreyfus Paraguay
30965,Grains,Maize,load,9311141,PRABHU SAKHAWAT,San Lorenzo - Argentina,2022-12-27 01:00:00,2022-12-30 16:25:00,LDC Timbues,3950.0,Dreyfus,South Korea,3.64,1.95,Dreyfus
30966,Grains,Wheat,load,9762883,TRAMMO BAUMANN,San Lorenzo - Argentina,2022-12-28 06:00:00,2022-12-30 16:50:00,Dempa,17700.0,Bunge,Colombia,2.45,2.09,Bunge
30967,Grains,Wheat,load,9762883,TRAMMO BAUMANN,San Lorenzo - Argentina,2022-12-28 06:00:00,2022-12-30 16:50:00,Dempa,14200.0,Bunge,Peru,2.45,2.09,Bunge
30968,Grains,Maize Par,load,9520974,CONON,San Lorenzo - Argentina,2022-12-28 04:42:00,2022-12-30 18:35:00,ADM AGRO San Lorenzo,6742.64,ADM,Peru,2.58,2.24,Coop. Colonias Unidas
30969,Grains,Maize Par,load,9520974,CONON,San Lorenzo - Argentina,2022-12-28 04:42:00,2022-12-30 18:35:00,ADM AGRO San Lorenzo,30452.36,ADM,Peru,2.58,2.24,ADM Par
30970,Grains,Wheat,load,9594444,ATLANTIS UNITY,San Lorenzo - Argentina,2022-12-30 05:50:00,2022-12-31 02:40:00,Renova-North,14360.24,Viterra,Brazil,0.87,0.75,Viterra Argentina S.A
30971,Grains,Maize,load,9144043,LAVRIO,Rosario - Argentina,2020-12-29 00:00:00,2021-01-04 20:15:00,Unit 6,28040.0,Alimport,Cuba,6.84,6.54,Cofco Int. Arg.
30972,Grains,Wheat,load,9614969,BLOCK ISLAND,Rosario - Argentina,2020-12-31 09:42:00,2021-01-05 15:40:00,ADM AGRO Arroyo Seco,40500.0,Olam,Nigeria,5.25,3.4,ADM Agro
30973,Grains,Wheat,load,9697959,IKAN KERAPU,Rosario - Argentina,2021-01-03 15:00:00,2021-01-07 12:30:00,ADM AGRO Arroyo Seco,40000.0,Cargill,Indonesia,3.9,0.95,ADM Agro
30974,Grains,Maize,load,9301146,EVROPI,Rosario - Argentina,2021-01-05 17:27:00,2021-01-07 18:40:00,Unit 6,35700.0,ADM,Egypt,2.05,1.72,ADM Agro
30975,Grains,Maize,load,9656864,QI XIANG LING,Rosario - Argentina,2021-01-07 10:30:00,2021-01-08 16:50:00,ADM AGRO Arroyo Seco,29850.0,ADM,Peru,1.26,0.93,ADM Agro
30976,Grains,Wheat,load,9718911,YANGZE 7,Rosario - Argentina,2021-01-07 20:05:00,2021-01-09 03:50:00,Punta Alvear,38009.64,Cargill,Mozambique,1.32,0.13,Cargill
30977,Grains,Wheat,load,9498561,AMILLA,Rosario - Argentina,2020-12-13 23:30:00,2021-01-09 12:50:00,Unit 7,22226.0,Cargill,Peru,26.56,1.16,Cargill
30978,Grains,Wheat,load,9580156,SPL ATACAMA,Rosario - Argentina,2020-12-10 04:24:00,2021-01-10 15:20:00,Punta Alvear,31219.32,Cargill,Ecuador,31.46,1.41,Cargill
30979,Grains,Maize,load,9853046,BRITTA OLDENDORFF,Rosario - Argentina,2021-01-09 14:15:00,2021-01-12 15:40:00,Gral.Lagos,30700.0,Graneles Chile,Chile,3.06,2.24,Dreyfus
30980,Grains,Maize,load,9853046,BRITTA OLDENDORFF,Rosario - Argentina,2021-01-09 14:15:00,2021-01-12 15:40:00,Gral.Lagos,5000.0,Graneles Chile,Chile,3.06,2.24,YPF
30981,Grains,Maize,load,9332212,NARA I,Rosario - Argentina,2021-01-09 03:20:00,2021-01-12 16:10:00,ADM AGRO Arroyo Seco,16379.0,Al Ghurair,Saudi Arabia,3.53,3.42,ADM Agro
30982,Grains,Maize,load,9332212,NARA I,Rosario - Argentina,2021-01-09 03:20:00,2021-01-12 16:10:00,ADM AGRO Arroyo Seco,20000.0,Al Ghurair,United Arab Emirates,3.53,3.42,ADM Agro
30983,Grains,Wheat,load,9726047,UNITY DISCOVERY,Rosario - Argentina,2021-01-10 20:12:00,2021-01-13 12:00:00,Punta Alvear,37515.98,Ameropa,Kenya,2.66,2.57,Cargill
30984,Grains,Maize,load,9689902,STRATEGIC EQUITY,Rosario - Argentina,2021-01-11 00:00:00,2021-01-13 16:20:00,ADM AGRO Arroyo Seco,18700.0,Setaf Saget,Mauritius,2.68,1.69,ADM Agro
30985,Grains,Maize,load,9285017,KANG CHENG,Rosario - Argentina,2021-01-08 06:54:00,2021-01-14 00:00:00,Unit 6,36411.0,Cofco Int.,Morocco,5.71,4.83,Cofco Int. Arg.
30986,Grains,Wheat,load,9577630,INTERLINK LEVITY,Rosario - Argentina,2021-01-14 22:36:00,2021-01-16 17:05:00,Gral.Lagos,28550.0,ADM,Brazil,1.77,1.72,Dreyfus
30987,Grains,Maize,load,9626302,STRATEGIC TENACITY,Rosario - Argentina,2021-01-14 23:24:00,2021-01-17 23:45:00,Punta Alvear,27852.0,Cofco Int.,United Kingdom,3.01,2.2,Cargill
30988,Grains,Wheat,load,9751286,JIAN GUO HAI,Rosario - Argentina,2021-01-14 12:15:00,2021-01-19 17:10:00,Unit 7,32243.0,Grande Moinho Cearense,Brazil,5.2,4.57,ADM Agro
30989,Grains,Maize,load,9258349,NEW ISLAND,Rosario - Argentina,2021-01-16 00:00:00,2021-01-19 23:23:00,Punta Alvear,4113.0,Broadgrain,Algeria,3.97,3.58,Cargill
30990,Grains,Maize,load,9258349,NEW ISLAND,Rosario - Argentina,2021-01-16 00:00:00,2021-01-19 23:23:00,Punta Alvear,20800.0,Broadgrain,Algeria,3.97,3.58,Molinos Agro S.A
30991,Grains,Maize,load,9258349,NEW ISLAND,Rosario - Argentina,2021-01-16 00:00:00,2021-01-19 23:23:00,Punta Alvear,10000.0,Broadgrain,Algeria,3.97,3.58,YPF
30992,Grains,Maize,load,9313292,CONCORDIA,Rosario - Argentina,2021-01-14 20:36:00,2021-01-20 00:10:00,Gral.Lagos,44060.0,Posco-Daewoo,Vietnam,5.15,3.17,Dreyfus
30993,Grains,Wheat,load,9304265,IVESTOS 5,Rosario - Argentina,2021-01-19 13:24:00,2021-01-21 15:15:00,Punta Alvear,42154.73,Olam,Indonesia,2.08,1.7,Cargill
30994,Grains,Wheat,load,9663233,SUN,Rosario - Argentina,2021-01-19 14:00:00,2021-01-21 18:10:00,ADM AGRO Arroyo Seco,38310.0,Agrocorp,Pakistan,2.17,1.88,ADM Agro
30995,Grains,Wheat,load,9480564,MINANUR CEBI 1,Rosario - Argentina,2021-01-21 01:45:00,2021-01-23 04:45:00,Punta Alvear,12899.77,Cargill,Peru,2.13,1.46,Cargill
30996,Grains,Maize,load,9480564,MINANUR CEBI 1,Rosario - Argentina,2021-01-21 01:45:00,2021-01-23 04:45:00,Punta Alvear,18699.46,Cargill,Peru,2.13,1.46,Cargill
30997,Grains,Maize,load,9300910,ALMERAY,Rosario - Argentina,2021-01-23 07:32:00,2021-01-25 01:53:00,Punta Alvear,34875.0,Broadgrain,Yemen,1.76,1.24,Cargill
30998,Grains,Maize,load,9649110,DENSA SEAL,Rosario - Argentina,2021-01-24 10:25:00,2021-01-27 18:20:00,Punta Alvear,26853.72,Cargill,Ecuador,3.33,1.12,Cargill
30999,Grains,Maize,load,9486594,PARITY,Rosario - Argentina,2021-01-19 19:30:00,2021-01-29 17:15:00,Gral.Lagos,19634.0,Graneles Chile,Chile,9.91,1.41,Dreyfus
31000,Grains,Maize,load,9423499,FLORINDA,Rosario - Argentina,2021-01-24 11:25:00,2021-01-27 17:00:00,ADM AGRO Arroyo Seco,41180.0,A.Maggi,Algeria,3.23,2.48,ADM Agro
31001,Grains,Maize,load,9290153,SPITHA,Rosario - Argentina,2021-01-25 08:05:00,2021-01-28 03:50:00,Punta Alvear,44123.0,Olam,Vietnam,2.82,1.91,Cargill
31002,Grains,Maize,load,9287778,GLORY TRADER,Rosario - Argentina,2021-01-24 02:24:00,2021-01-29 16:45:00,Unit 6,41548.0,Enerfo,Malaysia,5.6,4.57,ADM Agro
31003,Grains,Maize,load,9486594,PARITY,Rosario - Argentina,2021-01-19 19:30:00,2021-01-29 17:15:00,Punta Alvear,546.16,Graneles Chile,Chile,9.91,1.41,Cargill
31004,Grains,Wheat,load,9486594,PARITY,Rosario - Argentina,2021-01-19 19:30:00,2021-01-29 17:15:00,Punta Alvear,14221.79,Graneles Chile,Chile,9.91,1.41,Cargill
31005,Grains,Maize,load,9767027,CL SUZHOU,Rosario - Argentina,2021-01-28 05:48:00,2021-02-03 14:00:00,Punta Alvear,49060.65,Cargill,Vietnam,6.34,3.23,Cargill
31006,Grains,Wheat,load,9497878,POLA PACIFIC,Rosario - Argentina,2021-02-02 18:36:00,2021-02-04 14:30:00,ADM AGRO Arroyo Seco,32290.0,Sodrugestvo,Brazil,1.83,1.53,ADM Agro
31007,Grains,Wheat,load,9545065,ARIETTA,Rosario - Argentina,2021-02-05 07:40:00,2021-02-06 17:00:00,Punta Alvear,31497.6,Cargill,Algeria,1.39,1.34,Cargill
31008,Grains,Wheat,load,9616723,TEAM HOPE,Rosario - Argentina,2021-02-06 07:48:00,2021-02-08 19:25:00,ADM AGRO Arroyo Seco,27500.0,Macedo,Brazil,2.48,0.8,ADM Agro
31009,Grains,Maize,load,9579743,BLACK PEARL,Rosario - Argentina,2021-02-03 01:12:00,2021-02-09 19:10:00,Punta Alvear,44484.54,Agrocorp,Vietnam,6.75,1.92,Cargill
31010,Grains,Wheat,load,9266906,PAPUA,Rosario - Argentina,2021-02-08 18:15:00,2021-02-10 14:45:00,ADM AGRO Arroyo Seco,30550.0,Cofco Int.,Brazil,1.85,1.41,ADM Agro
31011,Grains,Maize,load,9751315,DE SHENG HAI,Rosario - Argentina,2021-02-08 21:50:00,2021-02-10 18:15:00,Gral.Lagos,36050.0,Dreyfus,Egypt,1.85,1.58,Dreyfus
31012,Grains,Maize,load,9687708,TOMINI BRAVERY,Rosario - Argentina,2021-02-05 23:24:00,2021-02-11 01:10:00,Punta Alvear,19926.48,Cargill,Malaysia,5.07,1.07,Cargill
31013,Grains,Wheat,load,9317107,OCEAN CROWN,Rosario - Argentina,2021-02-08 22:24:00,2021-02-11 19:45:00,Unit 7,31500.0,ADM,Algeria,2.89,1.62,ADM Agro
31015,Grains,Wheat,load,9401934,ST ANDREW,Rosario - Argentina,2021-02-10 07:36:00,2021-02-13 14:15:00,Gral.Lagos,28112.0,Dreyfus,Tanzania,3.28,2.75,Dreyfus
31016,Grains,Wheat,load,9401934,ST ANDREW,Rosario - Argentina,2021-02-10 07:36:00,2021-02-13 14:15:00,Gral.Lagos,10000.0,Dreyfus,Tanzania,3.28,2.75,YPF
31017,Grains,Wheat,load,9708930,ES CARE,Rosario - Argentina,2021-02-10 18:30:00,2021-02-13 14:50:00,Punta Alvear,31498.81,Cargill,Algeria,2.85,1.37,Cargill
31018,Grains,Maize,load,9473078,ANTHEIA,Rosario - Argentina,2021-02-16 01:30:00,2021-02-17 01:43:00,Gral.Lagos,14250.0,Agrocean,Cameroon,1.01,0.78,Dreyfus
31019,Grains,Maize,load,9710517,CP CHONGQING,Rosario - Argentina,2021-02-16 03:30:00,2021-02-18 19:10:00,Punta Alvear,42989.0,Ameropa,Egypt,2.65,1.94,Cargill
31020,Grains,Maize,load,9328778,MEDUSA,Rosario - Argentina,2021-02-18 02:00:00,2021-02-21 01:00:00,Punta Alvear,45000.55,Cargill,Egypt,2.96,2.13,Cargill
31021,Grains,Wheat,load,9848132,YASA JUPITER,Rosario - Argentina,2021-02-20 16:05:00,2021-02-23 20:02:00,ADM AGRO Arroyo Seco,42490.0,Bunge,Chile,3.16,1.56,ADM Agro
31022,Grains,Wheat,load,9841938,FLORA SCHULTE,Rosario - Argentina,2021-02-22 18:12:00,2021-03-02 07:15:00,Punta Alvear,19331.02,Cargill,Ecuador,7.54,1.05,Cargill
31023,Grains,Maize,load,9855355,FEDRA.GR,Rosario - Argentina,2021-02-26 00:00:00,2021-03-02 18:22:00,ADM AGRO Arroyo Seco,34688.0,ADM,Egypt,4.77,3.9,ADM Agro
31024,Grains,Maize,load,9441271,CANARY,Rosario - Argentina,2021-03-03 18:45:00,2021-03-05 01:05:00,ADM AGRO Arroyo Seco,40266.0,ADM,Algeria,1.26,1.19,ADM Agro
31025,Grains,Maize,load,9791975,BULK PARAGUAY,Rosario - Argentina,2021-03-04 18:30:00,2021-03-06 13:40:00,Gral.Lagos,31200.0,Gep Agricultural Trading,Dominican Republic,1.8,1.48,Dreyfus
31026,Grains,Maize,load,9791975,BULK PARAGUAY,Rosario - Argentina,2021-03-04 18:30:00,2021-03-06 13:40:00,Gral.Lagos,8800.0,Gep Agricultural Trading,Puerto Rico,1.8,1.48,Dreyfus
31028,Grains,Maize,load,9741724,POLA MONACO,Rosario - Argentina,2021-03-08 19:30:00,2021-03-11 23:35:00,ADM AGRO Arroyo Seco,35830.0,ADM,Egypt,3.17,2.84,ADM Agro
31029,Grains,Maize,load,9866677,IKAN BELIAK,Rosario - Argentina,2021-03-10 02:48:00,2021-03-13 15:30:00,Gral.Lagos,49630.0,Dreyfus,Vietnam,3.53,2.7,Dreyfus
31030,Grains,Maize,load,9473688,HANDY HEIDI,Rosario - Argentina,2021-03-13 21:54:00,2021-03-16 19:50:00,ADM AGRO Arroyo Seco,32136.0,ADM,Peru,2.91,1.76,ADM Agro
31031,Grains,Wheat,load,9701023,EMERALD ENTERPRISE,Rosario - Argentina,2021-03-14 18:36:00,2021-03-16 22:00:00,Gral.Lagos,28465.0,ADM,Brazil,2.14,1.85,Dreyfus
31032,Grains,Wheat,load,9701023,EMERALD ENTERPRISE,Rosario - Argentina,2021-03-14 18:36:00,2021-03-16 22:00:00,Gral.Lagos,3500.0,ADM,Brazil,2.14,1.85,YPF
31033,Grains,Maize,load,9231676,ALMA,Rosario - Argentina,2021-03-14 00:00:00,2021-03-17 02:25:00,Punta Alvear,47851.1,Enerfo,Malaysia,3.1,2.63,Cargill
31034,Grains,Maize,load,9597343,KT BIRDIE,Rosario - Argentina,2021-03-15 15:54:00,2021-03-18 18:00:00,Punta Alvear,19045.98,Cargill,Malaysia,3.09,0.86,Cargill
31035,Grains,Maize,load,9757797,PORT PIRIE,Rosario - Argentina,2021-03-14 16:05:00,2021-03-18 19:00:00,ADM AGRO Arroyo Seco,33000.0,ADM,Peru,4.12,1.74,ADM Agro
31036,Grains,Maize,load,9689902,STRATEGIC EQUITY,Rosario - Argentina,2021-03-18 21:00:00,2021-03-19 15:05:00,ADM AGRO Arroyo Seco,4115.0,ADM,Algeria,0.75,0.69,ADM Agro
31037,Grains,Wheat,load,9626613,MOTHER M,Rosario - Argentina,2021-03-20 08:40:00,2021-03-22 17:50:00,ADM AGRO Arroyo Seco,33000.0,ADM,Morocco,2.38,2.02,ADM Agro
31038,Grains,Wheat,load,9289855,ALBERTITO,Rosario - Argentina,2021-03-19 16:30:00,2021-03-22 23:00:00,Punta Alvear,27253.39,Grande Moinho Cearense,Brazil,3.27,1.06,Cargill
31039,Grains,Maize,load,9452505,SEAGULL,Rosario - Argentina,2021-03-21 00:00:00,2021-03-24 01:57:00,ADM AGRO Arroyo Seco,40000.0,ADM,Algeria,3.08,2.8,ADM Agro
31040,Grains,Wheat,load,9284843,JAEGER,Rosario - Argentina,2021-03-18 12:19:00,2021-03-26 18:49:00,Gral.Lagos,5385.0,Dreyfus,Kenya,8.27,1.94,Dreyfus
31041,Grains,Wheat,load,9284843,JAEGER,Rosario - Argentina,2021-03-18 12:19:00,2021-03-26 18:49:00,Gral.Lagos,14000.0,Dreyfus,Kenya,8.27,1.94,Cofco Int. Arg.
31042,Grains,Wheat,load,9284843,JAEGER,Rosario - Argentina,2021-03-18 12:19:00,2021-03-26 18:49:00,Gral.Lagos,18500.0,Dreyfus,Uganda,8.27,1.94,Dreyfus
31043,Grains,Maize,load,9851335,ALAMO,Rosario - Argentina,2021-03-24 03:24:00,2021-03-27 07:50:00,ADM AGRO Arroyo Seco,36945.0,A.Maggi,Algeria,3.18,1.69,ADM Agro
31044,Grains,Maize,load,9422938,MAIA,Rosario - Argentina,2021-03-23 12:45:00,2021-03-27 20:40:00,Punta Alvear,47997.05,Enerfo,Vietnam,4.33,3.86,Cargill
31045,Grains,Maize,load,9701164,NORD TITAN,Rosario - Argentina,2021-03-26 15:48:00,2021-03-29 16:54:00,Punta Alvear,38811.18,Sierentz,Vietnam,3.05,1.73,Cargill
31046,Grains,Maize,load,9684469,CL EDI,Rosario - Argentina,2021-03-26 19:24:00,2021-03-30 03:48:00,ADM AGRO Arroyo Seco,41920.0,ADM,Egypt,3.35,1.14,ADM Agro
31047,Grains,Wheat,load,9368845,METEORA,Rosario - Argentina,2021-03-24 03:10:00,2021-03-30 19:00:00,Gral.Lagos,38500.0,Dreyfus,Nigeria,6.66,3.09,Dreyfus
31048,Grains,Wheat,load,9595785,ADELINA,Rosario - Argentina,2021-03-29 18:50:00,2021-03-31 03:30:00,Punta Alvear,31499.5,Cargill,Algeria,1.36,1.09,Cargill
31049,Grains,Maize,load,9609691,WESTERN BOHEME,Rosario - Argentina,2021-03-29 00:00:00,2021-03-31 17:15:00,ADM AGRO Arroyo Seco,35450.0,ADM,Morocco,2.72,1.54,ADM Agro
31050,Grains,Maize,load,9302762,NAVIOS TAURUS,Rosario - Argentina,2021-03-30 08:12:00,2021-04-01 19:40:00,Punta Alvear,46545.45,Cargill,Vietnam,2.48,1.52,Cargill
31051,Grains,Maize,load,9544695,AOM JULIA,Rosario - Argentina,2021-04-01 23:00:00,2021-04-03 21:25:00,Punta Alvear,47253.39,Sierentz,Vietnam,1.93,1.56,Cargill
31052,Grains,Wheat,load,9601170,ELIKON,Rosario - Argentina,2021-03-31 05:05:00,2021-04-05 17:55:00,ADM AGRO Arroyo Seco,37185.0,Dreyfus,Nigeria,5.53,2.74,ADM Agro
31053,Grains,Maize,load,9676113,ULTRA LION,Rosario - Argentina,2021-04-03 16:36:00,2021-04-06 15:30:00,Punta Alvear,47298.57,Yellowrock,Morocco,2.95,1.83,Cargill
31054,Grains,Maize,load,9659737,BUNUN BRAVE,Rosario - Argentina,2021-04-02 22:50:00,2021-04-06 22:25:00,Gral.Lagos,12600.0,Graneles Chile,Chile,3.98,1.78,Dreyfus
31055,Grains,Wheat,load,9659737,BUNUN BRAVE,Rosario - Argentina,2021-04-02 22:50:00,2021-04-06 22:25:00,Gral.Lagos,16060.0,Graneles Chile,Chile,3.98,1.78,Dreyfus
31056,Grains,Maize,load,9313022,STAR OMICRON,Rosario - Argentina,2021-04-03 12:36:00,2021-04-07 18:50:00,ADM AGRO Arroyo Seco,39780.0,ADM,Algeria,4.26,1.91,ADM Agro
31057,Grains,Maize,load,9657870,WULIN,Rosario - Argentina,2021-04-07 18:18:00,2021-04-09 23:50:00,ADM AGRO Arroyo Seco,33000.0,ADM,Peru,2.23,1.95,ADM Agro
31058,Grains,Wheat,load,9855862,ASTON,Rosario - Argentina,2021-04-06 15:30:00,2021-04-11 00:00:00,Unit 7,40200.0,Olam,Nigeria,4.35,4.0,Cofco Int. Arg.
31059,Grains,Wheat,load,9303364,AFRICAN SWAN,Rosario - Argentina,2021-04-08 05:30:00,2021-04-12 06:00:00,Punta Alvear,27495.03,Anaconda,Brazil,4.02,2.41,Cargill
31060,Grains,Maize,load,9611943,SEA MARATHON,Rosario - Argentina,2021-04-10 19:00:00,2021-04-13 06:40:00,ADM AGRO Arroyo Seco,43600.0,ADM,South Korea,2.49,1.28,ADM Agro
31061,Grains,Maize,load,9284893,NAVIOS ALEGRIA,Rosario - Argentina,2021-04-08 08:00:00,2021-04-13 16:50:00,Punta Alvear,22595.09,Cargill,Malaysia,5.37,1.09,Cargill
31062,Grains,Maize,load,9747297,ASIA CONFIDENCE,Rosario - Argentina,2021-04-08 18:18:00,2021-04-14 15:50:00,ADM AGRO Arroyo Seco,48990.0,CJ International,Vietnam,5.9,1.22,ADM Agro
31063,Grains,Maize,load,9865362,AMIS TREASURE,Rosario - Argentina,2021-04-07 11:04:00,2021-04-14 20:10:00,Unit 7,46370.0,ADM,Morocco,7.38,2.75,ADM Agro
31064,Grains,Maize,load,9712498,SBI RUMBA,Rosario - Argentina,2021-04-11 04:12:00,2021-04-15 16:45:00,Punta Alvear,51046.95,CJ International,Vietnam,4.52,1.91,Cargill
31065,Grains,Maize flint,load,9433664,KEY GUARDIAN,Rosario - Argentina,2021-04-15 05:25:00,2021-04-20 01:30:00,Punta Alvear,10449.5,Cargill,United Kingdom,4.84,1.17,Cargill
31066,Grains,Sorghum,load,9461233,LEONIDAS P.C,Rosario - Argentina,2021-04-04 09:30:00,2021-04-17 12:14:00,Unit 6,40933.0,A.Maggi,China,13.11,12.18,A.Maggi
31067,Grains,Sorghum,load,9748083,ULTRA INTEGRITY,Rosario - Argentina,2021-04-14 15:00:00,2021-04-17 13:50:00,Unit 7,33000.0,Marubeni,Japan,2.95,2.47,ADM Agro
